j1, -0.3286514706598, -0.7491391977889,0, 0,0,0,
k1, -0.2404688437435, -0.7618154504081,0, 0,0,0,
l1, -0.1699227422106, -0.7899236627376,0, 0,0,0,
r1, -0.1487258037962, -0.8081056298541,0, 0,0,0,
s1, -0.1153235693279, -0.7843265260303,0, 0,0,0,
t1, -0.046240481746, -0.7160284735345,0, 0,0,0,
u1, -0.0171941835581, -0.6524406315556,0, 0,0,0,
v1, -0.0101288677827, -0.565301736992,0, 0,0,0,
w1, -0.0132690081273, -0.5268350177702,0, 0,0,0,
z1, -0.0328948852813, -0.4585369652744,0, 0,0,0,
a2, -0.0517357273491, -0.4349859126897,0, 0,0,0,
b2, -0.0479858284432, -0.369694147789,0, 0,0,0,
c2, -0.02, -0.32,0, 0,0,0,
d2, -0.0015937465094, -0.3171480141701,0, 0,0,0,
e2, -0.0124816841061, -0.41087895522,0, 0,0,0,
f2, -0.009167963968, -0.4407024364632,0, 0,0,0,
g2, 0.0097675796785, -0.4463830995571,0, 0,0,0,
h2, 0.0774621482146, -0.507450227817,0, 0,0,0,
a6, 0.0559492855392, -0.470496517325,0, 0,0,0,
b6, 0.0552551534861, -0.4347487165911,0, 0,0,0,
c6, 0.0680965964682, -0.4094128966534,0, 0,0,0,
d6, 0.111479849786, -0.3788710863177,0, 0,0,0,
e6, 0.1406333960156, -0.3736650959195,0, 0,0,0,
w2, 0.1122057792087, -0.354306974014,0, 0,0,0,
z2, 0.1145643890665, -0.3330794852935,0, 0,0,0,
a3, 0.1367353217302, -0.3160974943171,0, 0,0,0,
b3, 0.153245590735, -0.2094883287428,0, 0,0,0,
f6,  0.1479935846109, -0.1896813419384,0, 0,0,0,
g6,  0.1148158399703, -0.1879578227363,0, 0,0,0,
h6,  0.0644029033085, -0.1995915773506,0, 0,0,0,
i6,  0.0376883556757, -0.2551750716187,0, 0,0,0,
j6,  0.0122664474445, -0.2909380950625,0, 0,0,0,
k6,  -0.0091686512295, -0.2955121886835,0, 0,0,0,
l6,  -0.0267982604035, -0.3201226462058,0, 0,0,0,
m6,  -0.0618723484472, -0.3551967342495,0, 0,0,0,
n6,  -0.0928680541602, -0.3857846017294,0, 0,0,0,
o6,  -0.1210088922417, -0.3939413663907,0, 0,0,0,
p6,  -0.1564908185185, -0.4012824545859,0, 0,0,0,
q6,  -0.2188900681775, -0.4045451604504,0, 0,0,0,
r6,  -0.2254154799066, -0.3755886459027,0, 0,0,0,
s6,  -0.2335722445679, -0.3466321313551,0, 0,0,0,
t6,  -0.2494779356575, -0.3058483080485,0, 0,0,0,
u6,  -0.2555955091534, -0.2728134111702,0, 0,0,0,
v6,  -0.1870786859984, -0.1622892500093,0, 0,0,0,
w6,  -0.140938840672, -0.0634035679734,0, 0,0,0,
z6,  -0.128848578088, -0.0369201356464,0, 0,0,0,
a7,  -0.1046680529199, -0.0207997855344,0, 0,0,0,
b7,  -0.090274883177, 0.177250230128,0, 0,0,0,
c7,  -0.082214708121, 0.2071880231932,0, 0,0,0,
h4, -0.0104419333988, 0.3443132658772,0, 0,0,0,
i4, 0.0103138333501, 0.4075240100673,0, 0,0,0,
j4, 0, 0.46,0, 0,0,0,
k4, 0.0806004071137, 0.5164917854993,0, 0,0,0,
l4, 0.1131492231518, 0.6004582964383,0, 0,0,0,
r5, 0.0780537487138, 0.5626919514859,0, 0,0,0,
s5, 0.0406455680623, 0.53103887555,0, 0,0,0,
t5, -0.003476901424, 0.5248041787748,0, 0,0,0,
u5, -0.0639055009379, 0.5420694929216,0, 0,0,0,
v5, -0.0917218403967, 0.5766001212152,0, 0,0,0,
w5, -0.1022728657086, 0.6144878939263,0, 0,0,0,
z5, -0.1049752265615, 0.6721623404054,0, 0,0,0,
f5, -0.177832847999, 0.5330329906893,0, 0,0,0,
g5, -0.1771903846143, 0.5009098214534,0, 0,0,0,
h5, -0.2189505046209, 0.4482278239065,0, 0,0,0,
i5, -0.2195929680056, 0.3942608995902,0, 0,0,0,
j5, -0.2189505046209, 0.3839814854347,0, 0,0,0,
k5, -0.1983916763099, 0.3126680497311,0, 0,0,0,
l5, -0.227944992007, 0.2554888084912,0, 0,0,0,
m5, -0.2157381876973, 0.2028068109443,0, 0,0,0,
n5, -0.2716325021678, 0.0910181820034,0, 0,0,0,
o5, -0.2889790135552, -0.2045149749669,0, 0,0,0,
p5, -0.4219689341918, -0.3908293565351,0, 0,0,0,
q5, -0.441885299118, -0.4839865473192,0, 0,0,0,
r, -0.4691498312051, -0.5189945426211,0, 0,0,0,
s, -0.4292260814784, -0.5142976308885,0, 0,0,0,
t, -0.4057415228157, -0.5295625940193,0, 0,0,0,
u, -0.4034660555232, -0.5759494646967,0, 0,0,0,
o, -0.4131782997255, -0.5988420420744,0, 0,0,0,
v, -0.35, -0.55,0, 0,0,0,
w, -0.2840090157834, -0.5088415394422,0, 0,0,0,
z, -0.2614122176361, -0.5115972465333,0, 0,0,0,
a1, -0.282906732947, -0.5534839943185,0, 0,0,0,
h1, -0.2955829855662, -0.6372574898889,0, 0,0,0,
i1, -0.3253446221504, -0.6962296216391,0, 0,0,0,
