a1, -0.282906732947, -0.5534839943185,0, 0.365, 0.541, 0.659,
b1, -0.3071569553489, -0.5578931256643,0,  0.365, 0.541, 0.659,
c1, -0.3490437031341, -0.6367063484707,0,  0.365, 0.541, 0.659,
d1, -0.4102204005573, -0.6791442376741,0,  0.365, 0.541, 0.659,
e1, -0.4223455117582, -0.7965373597563,0,  0.365, 0.541, 0.659,
f1, -0.3980952893563, -0.8202364407401,0,  0.365, 0.541, 0.659,
g1, -0.3639245214262, -0.8048044810297,0,  0.365, 0.541, 0.659,
q1, -0.3435322889519, -0.8714925926351,0,  0.365, 0.541, 0.659,
p1, -0.2922761370568, -0.9155839060932,0,  0.365, 0.541, 0.659,
o1, -0.2305482982155, -0.9139304818386,0,  0.365, 0.541, 0.659,
n1, -0.1528373582456, -0.8698391683804,0,  0.365, 0.541, 0.659,
m1, -0.1390588227899, -0.827401279177,0,  0.365, 0.541, 0.659,
r1, -0.1487258037962, -0.8081056298541,0,  0.365, 0.541, 0.659,
l1, -0.1699227422106, -0.7899236627376,0,  0.365, 0.541, 0.659,
k1, -0.2404688437435, -0.7618154504081,0,  0.365, 0.541, 0.659,
j1, -0.3286514706598, -0.7491391977889,0,  0.365, 0.541, 0.659,
i1, -0.3253446221504, -0.6962296216391,0,  0.365, 0.541, 0.659,
h1, -0.2955829855662, -0.6372574898889,0,  0.365, 0.541, 0.659,
