NUM_SOLICITUD,SUCURSAL,STATUS_SOLICITUD,PUNTO_DECISION,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,CUENTA_ASIGNADA,MESES_VENCIDOS,SALDO_CUENTA,CAPACIDAD_TC,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,SEGMENTO_CLIENTE,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,PEOR_MOP_TARJETAS,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,PEOR_HISTORIA_CREDITO,SUMA_SALDOS_TOTAL,NUM_CREDITOS,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
2.01E+16,4357,Rechazada,PS1,Rechazado,MALO,0,,,,,4500,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,5,89,0,0,0,0,0,0,0,25,Renta,Preparatoria
2.01E+16,164,Rechazada,PS1,Rechazado,MALO,0,,,,,4780,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,89,0,0,0,0,0,0,0,25,Familiares,Licenciatura
2.01E+16,306,Rechazada,PS1,Rechazado,MALO,0,,,,,4520,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,5,89,0,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,951,Rechazada,PS1,Rechazado,MALO,0,,,,,5000,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,89,0,1,1665,450,0,0,0,25,Renta,Posgrado
2.01E+16,522,Rechazada,PS1,Rechazado,MALO,0,,,,,4950,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,296000,Alto,0%,4,89,0,1,30397,1830,0,17050,0,25,Renta,Licenciatura
2.01E+16,4644,Rechazada,PS1,Rechazado,MALO,0,,,,,4780,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,28000,Alto,0%,3,90,0,0,1193,0,0,0,0,25,Propia,Licenciatura
2.01E+16,7796,Rechazada,PS1,Rechazado,MALO,0,,,,,5150,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,90,0,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,10025,Rechazada,PS1,Rechazado,MALO,0,,,,,4725,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,1,90,0,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,50012,Cancelada,PS1,Rechazado,MALO,0,,,,,5019,SIN COMPROBANTE,#N/A,NO_CLIENTE,0,Alto,0%,5,91,0,0,0,0,0,0,0,25,Renta,Posgrado
2.01E+16,165,Rechazada,PS1,Rechazado,MALO,0,,,,,4746,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,2,91,0,0,0,0,0,0,0,25,Propia,Licenciatura
2.01E+16,4413,Rechazada,PS1,Rechazado,MALO,0,,,,,5250,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,91,0,1,5853,250,0,0,0,25,Propia,Licenciatura
2.01E+16,220,Rechazada,PS1,Rechazado,MALO,0,,,,,5198,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,91,0,0,0,0,0,0,0,25,Propia,Licenciatura
2.01E+16,682,Rechazada,PS1,Rechazado,MALO,0,,,,,5019,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,1,91,0,0,0,0,0,0,0,25,Propia,Licenciatura
2.01E+16,937,Rechazada,PS1,Rechazado,MALO,0,,,,,5408,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,76000,Alto,0%,3,91,0,0,0,0,0,0,0,25,Renta,Licenciatura
2.01E+16,4339,Rechazada,PS1,Rechazado,MALO,0,,,,,4961,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,5,91,0,0,0,0,0,0,0,25,Renta,Posgrado
2.01E+16,4749,Rechazada,PS1,Rechazado,MALO,0,,,,,5270,PAGOS PROV SEMESTRALES PF,#N/A,NO_CLIENTE,24500,Alto,0%,4,91,0,0,13174,0,0,0,0,25,Hipoteca,Posgrado
2.01E+16,413,Rechazada,PS1,Rechazado,MALO,0,,,,,4983,PAGOS PROV SEMESTRALES PF,#N/A,NO_CLIENTE,0,Alto,0%,3,92,0,0,0,0,0,8677,0,25,Propia,Posgrado
2.01E+16,9187,Rechazada,PS1,Rechazado,MALO,0,,,,,5513,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,92,0,0,0,0,0,0,0,25,Propia,Licenciatura
2.01E+16,8161,Rechazada,PS1,Rechazado,MALO,0,,,,,5457,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,7600,Alto,0%,5,92,0,0,0,0,0,0,0,25,Hipoteca,Posgrado
2.01E+16,7813,Rechazada,PS1,Rechazado,MALO,0,,,,,5270,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,4,92,0,0,0,0,0,0,0,25,Renta,Preparatoria
2.01E+16,7618,Rechazada,PS1,Rechazado,MALO,0,,,,,5678,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,92,0,0,0,0,0,0,0,25,Propia,Preparatoria
2.01E+16,4503,Rechazada,PS1,Rechazado,MALO,0,,,,,4500,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,92,0,0,0,0,0,0,0,25,Propia,Licenciatura
2.01E+16,539,Rechazada,PS1,Rechazado,MALO,0,,,,,4780,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,92,0,0,0,0,0,0,0,25,Familiares,Posgrado
2.01E+16,289,Rechazada,PS1,Rechazado,MALO,0,,,,,4520,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,92,0,0,0,0,0,0,0,25,Familiares,Licenciatura
2.01E+16,4568,Rechazada,PS1,Rechazado,MALO,0,,,,,5000,PAGOS PROV SEMESTRALES PF,#N/A,NO_CLIENTE,0,Alto,0%,2,93,0,0,0,0,0,3395,0,25,Propia,Preparatoria
2.01E+16,9037,Rechazada,PS1,Rechazado,MALO,0,,,,,4950,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,93,0,0,0,0,0,8322,0,25,Hipoteca,Posgrado
2.01E+16,881,Rechazada,PS1,Rechazado,MALO,0,,,,,4780,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,18800,Alto,0%,2,93,0,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,6579,Rechazada,CN0,Rechazado,MALO,0,,,,,5150,RECIBOS DE NOMINA,Alto C,CLIENTE_BANCO,0,Alto,0%,4,93,0,19,44705,44705,0,0,0,25,Hipoteca,Licenciatura
2.01E+16,8175,Rechazada,PS1,Rechazado,MALO,0,,,,,4725,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,5,94,0,0,0,0,0,0,0,25,Hipoteca,Licenciatura
2.01E+16,673,Rechazada,PS1,Rechazado,MALO,0,,,,,5019,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,16500,Alto,0%,3,94,0,1,2320,250,0,0,0,25,Renta,Licenciatura
2.01E+16,7588,Rechazada,PS1,Rechazado,MALO,0,,,,,4746,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,1,94,0,0,0,0,0,0,0,25,Propia,Preparatoria
2.01E+16,8126,Rechazada,PS1,Rechazado,MALO,0,,,,,5250,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,4,94,0,0,0,0,0,0,0,25,Renta,Posgrado
2.01E+16,506,Rechazada,PS1,Rechazado,MALO,0,,,,,5198,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,5,94,0,0,0,0,0,0,0,25,Hipoteca,Preparatoria
2.01E+16,396,Rechazada,PS1,Rechazado,MALO,0,,,,,5019,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,95,0,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,18037,Cancelada,PS1,Rechazado,MALO,0,,,,,5408,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,95,0,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,4440,Rechazada,PS1,Rechazado,MALO,0,,,,,4961,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,95,0,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,4096,Rechazada,PS1,Rechazado,MALO,0,,,,,5270,PAGOS PROV SEMESTRALES PF,#N/A,NO_CLIENTE,0,Alto,0%,2,95,0,0,0,0,0,0,0,25,Hipoteca,Preparatoria
2.01E+16,4602,Rechazada,PS1,Rechazado,MALO,0,,,,,4983,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,95,0,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,691,Rechazada,PS1,Rechazado,MALO,0,,,,,5513,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,4,95,0,0,0,0,0,0,0,25,Hipoteca,Posgrado
2.01E+16,5165,Rechazada,PS1,Rechazado,MALO,0,,,,,5457,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,3,96,0,0,0,0,0,0,0,25,Renta,Preparatoria
2.01E+16,7910,Rechazada,PS1,Rechazado,MALO,0,,,,,5270,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,2,96,0,0,0,0,0,0,0,25,Propia,Licenciatura
2.01E+16,197,Rechazada,PS1,Rechazado,MALO,0,,,,,5678,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,96,0,0,2512,0,0,0,0,25,Hipoteca,Licenciatura
2.01E+16,41,Rechazada,PS1,Rechazado,MALO,0,,,,,5209,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,96,0,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,4289,Rechazada,PS1,Rechazado,MALO,0,,,,,5533,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,96,0,8,19038,19038,0,14267,0,25,Hipoteca,Posgrado
2.01E+16,7796,Rechazada,PS1,Rechazado,MALO,0,,,,,5232,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,96,0,0,0,0,0,0,0,25,Familiares,Posgrado
2.01E+16,4345,Rechazada,PS1,Rechazado,MALO,0,,,,,5788,INVERSIONES,#N/A,NO_CLIENTE,0,Alto,0%,2,96,0,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,7674,Rechazada,PS1,Rechazado,MALO,0,,,,,5730,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,1,96,0,0,0,0,0,0,0,25,Propia,Preparatoria
2.01E+16,9152,Rechazada,PS1,Rechazado,MALO,0,,,,,5533,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,96,0,0,0,0,0,0,0,25,Hipoteca,Posgrado
2.01E+16,192,Rechazada,PS1,Rechazado,MALO,0,,,,,5962,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,10000,Alto,0%,5,96,0,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,920,Rechazada,PS1,Rechazado,MALO,0,,,,,5470,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,97,0,0,0,0,0,0,0,25,Familiares,Licenciatura
2.01E+16,217,Rechazada,PS1,Rechazado,MALO,0,,,,,5810,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,1,97,0,0,0,0,0,7324,0,25,Hipoteca,Licenciatura
2.01E+16,323,Rechazada,PS1,Rechazado,MALO,0,,,,,5494,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,1,97,0,0,0,0,0,0,0,25,Propia,Preparatoria
2.01E+16,8193,Rechazada,PS1,Rechazado,MALO,0,,,,,6078,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,2,98,0,0,0,0,0,55608,0,25,Renta,Preparatoria
2.01E+16,776,Rechazada,PS1,Rechazado,MALO,0,,,,,6017,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,98,0,1,578,250,0,65721,0,25,Familiares,Posgrado
2.01E+16,4056,Rechazada,PS1,Rechazado,MALO,0,,,,,5810,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,3,98,0,0,0,0,0,0,0,25,Hipoteca,Preparatoria
2.01E+16,205,Rechazada,PS1,Rechazado,MALO,0,,,,,6260,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,98,0,0,0,0,0,0,0,25,Hipoteca,Posgrado
2.01E+16,527,Rechazada,PS1,Rechazado,MALO,0,,,,,5743,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,21500,Alto,0%,5,98,0,1,21101,1210,0,0,0,25,Familiares,Posgrado
2.01E+16,319,Rechazada,PS1,Rechazado,MALO,0,,,,,6101,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,4,99,0,0,0,0,0,0,0,25,Hipoteca,Posgrado
2.01E+16,107,Rechazada,PS1,Rechazado,MALO,0,,,,,5769,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,5,99,0,8,34249,34249,0,0,0,25,Familiares,Posgrado
2.01E+16,4465,Rechazada,PS1,Rechazado,MALO,0,,,,,6381,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,3,99,0,0,0,0,0,112715,0,25,Hipoteca,Licenciatura
2.01E+16,965,Rechazada,PS1,Rechazado,MALO,0,,,,,6318,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,99,0,0,0,0,0,0,0,25,Hipoteca,Preparatoria
2.01E+16,303,Rechazada,PS1,Rechazado,MALO,0,,,,,6101,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,99,0,0,0,0,0,0,0,25,Renta,Posgrado
2.01E+16,4556,Rechazada,PS1,Rechazado,MALO,0,,,,,6573,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,99,0,0,0,0,0,0,0,25,Renta,Posgrado
2.01E+16,879,Rechazada,PS1,Rechazado,MALO,0,,,,,6203,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,5,99,0,0,0,0,0,17273,0,25,Hipoteca,Preparatoria
2.01E+16,4881,Rechazada,PS1,Rechazado,MALO,0,,,,,6406,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,99,0,0,0,0,0,0,0,25,Familiares,Posgrado
2.01E+16,4182,Rechazada,PS1,Rechazado,MALO,0,,,,,6173,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,100,0,0,0,0,0,0,0,25,Familiares,Posgrado
2.01E+16,319,Rechazada,PS1,Rechazado,MALO,0,,,,,6700,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,100,0,0,0,0,0,0,0,25,Renta,Licenciatura
2.01E+16,681,Rechazada,PS1,Rechazado,MALO,0,,,,,6697,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,26500,Alto,0%,3,100,0,1,21574,1110,0,84697,0,25,Familiares,Posgrado
2.01E+16,781,Rechazada,PS1,Rechazado,MALO,0,,,,,6406,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,101,0,0,0,0,0,0,0,25,Renta,Posgrado
2.01E+16,538,Rechazada,PS1,Rechazado,MALO,0,,,,,6901,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,0,101,0,0,0,0,0,0,0,25,Hipoteca,Posgrado
2.01E+16,4308,Rechazada,PS1,Rechazado,MALO,0,,,,,6513,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,0,101,0,0,0,0,0,0,0,25,Renta,Secundaria
2.01E+16,15006,Rechazada,PS1,Rechazado,MALO,0,,,,,6726,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,0,101,0,0,0,0,0,0,0,25,Propia,Licenciatura
2.01E+16,8164,Rechazada,PS1,Rechazado,MALO,0,,,,,6481,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,0,101,0,0,0,0,0,23070,0,25,Renta,Preparatoria
2.01E+16,487,Rechazada,PS1,Rechazado,MALO,0,,,,,7036,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,15,Alto,0%,2,101,0,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,104,Rechazada,PS1,Rechazado,MALO,0,,,,,7232,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,0,101,0,0,0,0,0,0,0,25,Propia,Preparatoria
2.01E+16,9209,Pendiente,PS1,Pre-Aprobado,MALO,1,,,,,6726,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,124,0,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,9175,Pendiente,PS1,Pre-Aprobado,MALO,1,,,,,7385,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,0,134,0,0,0,0,0,0,0,25,Familiares,Posgrado
2.01E+16,9179,Pendiente,PS1,Pre-Aprobado,MALO,1,,,,,6839,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,1,142,0,0,0,0,0,0,0,25,Renta,Posgrado
2.01E+16,4089,Pendiente,PS1,Pre-Aprobado,MALO,1,,,,,7129,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,143,0,0,0,0,0,0,0,25,Familiares,Licenciatura
2.01E+16,7620,Pendiente,PS1,Pre-Aprobado,MALO,1,,,,,6870,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,2,156,0,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,135,Aprobada,CN0,Aprobado,REGULAR,4999,9.98E+14,2,"5,599",-12%,7500,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Medio ,112%,2,189,680,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,187,Aprobada,CN0,Aprobado,BUENO,49999,9.98E+14,2,"54,999",-10%,7900,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,20000,Bajo,110%,0,190,740,1,6073,390,0,0,0,25,Renta,Preparatoria
2.01E+16,546,Aprobada,CN0,Aprobado,BUENO,12800,9.98E+14,1,"7,552",41%,9995,RECIBOS DE NOMINA,Alto A,NO_CLIENTE,0,Mínimo,59%,0,204,761,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,6472,Aprobada,CN0,Aprobado,REGULAR,53000,9.98E+14,3,"32,860",38%,9428,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,32800,Alto,62%,0,206,612,3,0,0,0,0,0,25,Hipoteca,Licenciatura
2.01E+16,4198,Aprobada,CN0,Aprobado,BUENO,9899,9.98E+14,2,"5,345",46%,10500,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,5400,Bajo,54%,0,206,737,0,1583,0,0,0,0,25,Renta,Licenciatura
2.01E+16,8241,Aprobada,CN0,Aprobado,BUENO,9899,9.98E+14,1,"5,246",47%,10500,PROPIEDAD ACTIVO FIJO,Alto B,CLIENTE_BANCO,10004,Mínimo,53%,0,206,767,1,8512,250,0,0,0,25,Hipoteca,Posgrado
2.01E+16,733,Aprobada,CN0,Aprobado,BUENO,4999,9.98E+14,1,"5,599",-12%,11000,RECIBOS DE NOMINA,Medio B,CLIENTE_BANCO,0,Bajo,112%,0,213,708,0,0,0,0,0,0,25,Renta,Licenciatura
2.01E+16,194,Aprobada,CN0,Aprobado,BUENO,48999,9.98E+14,0,"25,479",48%,10600,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,20500,Bajo,52%,0,213,733,0,2905,0,0,0,0,25,Renta,Preparatoria
2.01E+16,4534,Aprobada,CN0,Aprobado,REGULAR,31000,9.98E+14,0,"5,270",83%,10890,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,20000,Bajo,17%,0,213,740,1,9619,250,0,59227,0,25,Familiares,Preparatoria
2.01E+16,4267,Aprobada,CN0,Aprobado,BUENO,66000,9.98E+14,2,"35,640",46%,10695,PROPIEDAD ACTIVO FIJO,Alto C,CLIENTE_BANCO,0,Bajo,54%,0,218,702,0,18896,0,0,0,0,25,Hipoteca,Preparatoria
2.01E+16,19023,Aprobada,CN0,Aprobado,BUENO,38999,9.98E+14,2,"21,059",46%,9899,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,54%,0,218,746,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,405,Aprobada,CN0,Aprobado,BUENO,11800,9.98E+14,1,"8,850",25%,11130,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,75%,0,221,745,0,0,0,0,0,0,25,Familiares,Posgrado
2.01E+16,141,Aprobada,CN0,Aprobado,BUENO,56000,9.98E+14,2,"57,120",-2%,11130,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,75300,Bajo,102%,0,226,723,1,15297,852,0,55226,0,25,Hipoteca,Posgrado
2.01E+16,112,Aprobada,CN0,Aprobado,BUENO,49999,9.98E+14,1,"58,999",-18%,11770,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,63000,Bajo,118%,0,226,750,1,29346,1720,0,30000,0,25,Familiares,Posgrado
2.01E+16,691,Aprobada,CN0,Aprobado,BUENO,10000,9.98E+14,1,"7,100",29%,11130,RECIBOS DE NOMINA,Alto C,CLIENTE_BANCO,0,Bajo,71%,0,227,749,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,936,Aprobada,CN0,Aprobado,REGULAR,56000,9.98E+14,0,"15,120",73%,11543,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,122999,Medio ,27%,0,229,697,1,97726,4680,0,39890,0,25,Familiares,Secundaria
2.01E+16,4376,Aprobada,CN0,Aprobado,BUENO,9899,9.98E+14,0,"9,800",1%,11336,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,117000,Bajo,99%,0,229,740,1,9053,1470,0,0,0,25,Renta,Licenciatura
2.01E+16,4333,Aprobada,CN0,Aprobado,REGULAR,19500,9.98E+14,2,"21,450",-10%,10592,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Medio ,110%,0,232,690,0,0,0,0,0,0,25,Renta,Licenciatura
2.01E+16,8,Aprobada,CN0,Aprobado,BUENO,9899,9.98E+14,0,"5,048",49%,11687,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,0,Mínimo,51%,0,232,759,0,0,0,0,77967,0,25,Renta,Licenciatura
2.01E+16,7918,Aprobada,CN0,Aprobado,REGULAR,10000,9.98E+14,0,"4,000",60%,11798,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,0,Mínimo,40%,0,232,770,0,0,0,0,0,0,25,Familiares,Licenciatura
2.01E+16,4469,Aprobada,CN0,Aprobado,REGULAR,2999,9.98E+14,1,450,85%,12476,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Mínimo,15%,0,238,805,0,0,0,0,0,0,25,Renta,Preparatoria
2.01E+16,885,Aprobada,CN0,Aprobado,REGULAR,4999,9.98E+14,2,"5,599",-12%,11909,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Medio ,112%,0,239,688,0,0,0,0,0,0,25,Propia,Preparatoria
2.01E+16,92,Aprobada,CN0,Aprobado,BUENO,49999,9.98E+14,1,"30,999",38%,12121,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,91000,Mínimo,62%,0,240,766,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,412,Aprobada,CN0,Aprobado,REGULAR,4999,9.98E+14,0,750,85%,12017,RECIBOS DE NOMINA,Alto A,NO_CLIENTE,0,Mínimo,15%,0,246,795,0,0,0,0,0,0,25,Familiares,Licenciatura
2.01E+16,662,Aprobada,CN0,Aprobado,REGULAR,24600,9.98E+14,2,"25,830",-5%,11334,RECIBOS DE NOMINA,Alto C,CLIENTE_BANCO,0,Medio ,105%,0,250,695,0,0,0,0,0,0,25,Familiares,Preparatoria
2.01E+16,487,Aprobada,CN0,Aprobado,BUENO,9899,9.98E+14,1,"6,632",33%,12271,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,0,Mínimo,67%,0,252,753,0,0,0,0,0,0,25,Renta,Posgrado
2.01E+16,4182,Aprobada,CN0,Aprobado,BUENO,275000,9.98E+14,2,"247,500",10%,12506,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,293000,Bajo,90%,0,270,710,0,0,0,0,0,0,25,Propia,Posgrado
2.01E+16,4369,Rechazada,PS1,Rechazado,MALO,0,,,,,10890,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,5,89,0,0,0,0,0,0,0,26,Propia,Preparatoria
2.01E+16,405,Rechazada,PS1,Rechazado,MALO,0,,,,,12743,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,4,89,0,1,3214,250,0,0,0,26,Renta,Licenciatura
2.01E+16,986,Rechazada,PS1,Rechazado,MALO,0,,,,,12727,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,5,89,0,0,0,0,0,0,0,26,Renta,Posgrado
2.01E+16,9171,Rechazada,PS1,Rechazado,MALO,0,,,,,12737,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,2000,Alto,0%,4,89,0,0,0,0,0,0,0,26,Propia,Preparatoria
2.01E+16,269,Rechazada,PS1,Rechazado,MALO,0,,,,,12014,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,90,0,0,0,0,0,0,0,26,Renta,Licenciatura
2.01E+16,4064,Rechazada,PS1,Rechazado,MALO,0,,,,,13130,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,1,90,0,0,0,0,0,29937,0,26,Propia,Licenciatura
2.01E+16,979,Rechazada,PS1,Rechazado,MALO,0,,,,,13131,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,3,90,0,0,0,0,0,0,0,26,Renta,Posgrado
2.01E+16,4874,Rechazada,PS1,Rechazado,MALO,0,,,,,11543,INVERSIONES,#N/A,NO_CLIENTE,0,Alto,0%,3,90,0,0,0,0,0,0,0,26,Familiares,Licenciatura
2.01E+16,9261,Rechazada,PS1,Rechazado,MALO,0,,,,,13507,PROPIEDAD ACTIVO FIJO,#N/A,NO_CLIENTE,0,Alto,0%,2,90,0,0,0,0,0,0,0,26,Hipoteca,Licenciatura
2.01E+16,4087,Rechazada,PS1,Rechazado,MALO,0,,,,,13617,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,3000,Alto,0%,4,90,0,1,2932,260,0,0,0,26,Familiares,Posgrado
2.01E+16,8185,Rechazada,PS1,Rechazado,MALO,0,,,,,13374,RECIBOS DE NOMINA,#N/A,NO_CLIENTE,0,Alto,0%,5,90,0,0,0,0,0,0,0,26,Renta,Licenciatura
